"","x"
"8570","C16orf86"
"8571","FAM131B"
"8572","RGS12"
"8573","PSKH1"
"8574","ZYX"
"8575","ABR"
"8576","LYPD5"
"8577","CCDC117"
"8578","ZNF230"
"8579","CCDC107"
"8580","ZNF222"
"8581","NPR2"
"8582","ZNF221"
"8583","ZNF233"
"8584","ZNF235"
"8585","GNE"
"8586","ARHGAP35"
"8587","CALM3"
"8588","DFFA"
"8589","CCDC28B"
"8590","IQCC"
"8591","TMEM234"
"8592","BSDC1"
"8593","ZBTB8A"
"8594","ATAD3B"
"8595","SSU72"
"8596","UBE2J2"
"8597","ZNF362"
"8598","CPAMD8"
"8599","NR2F6"
"8600","MIX23"
"8601","VMA21"
"8602","KALRN"
"8603","TMPRSS3"
"8604","RSPH1"
"8605","SLC37A1"
"8606","PDE9A"
"8607","WDR4"
"8608","NDUFV3"
"8609","PKNOX1"
"8610","CBS"
"8611","U2AF1"
"8612","HSF2BP"
"8613","RRP1B"
"8614","PDXK"
"8615","G6PD"
"8616","CSTB"
"8617","RRP1"
"8618","AGPAT3"
"8619","TRAPPC10"
"8620","GAB3"
"8621","GATD3"
"8622","CFAP410"
"8623","ZNF66"
"8624","LRRC3"
"8625","ITGB2"
"8626","SLX9"
"8627","RALGDS"
"8628","FTCD"
"8629","SPATC1L"
"8630","LSS"
"8631","VAV2"
"8632","MCM3AP"
"8633","C21orf58"
"8634","PCNT"
"8635","DIP2A"
"8636","PRMT2"
"8637","ZNF208"
"8638","ADAMTS13"
"8639","CACFD1"
"8640","SLC2A6"
"8641","ZNF761"
"8642","PIERCE1"
"8643","ZNF714"
"8644","GPSM1"
"8645","C19orf47"
"8646","CFAP157"
"8647","TOR2A"
"8648","ST6GALNAC6"
"8649","SHKBP1"
"8650","RDH13"
"8651","ZER1"
"8652","ZDHHC12"
"8653","PKN3"
"8654","SPTBN4"
"8655","BRSK1"
"8656","PLPP7"
"8657","TAOK1"
"8658","MED27"
"8659","DEDD2"
"8660","SIK3"
"8661","MPZL3"
"8662","JAML"
"8663","NEK8"
"8664","TLCD1"
"8665","PCSK7"
"8666","SAFB"
"8667","S100A1"
"8668","CHTOP"
"8669","CXCR5"
"8670","ZBTB7B"
"8671","FLAD1"
"8672","SHC1"
"8673","VPS11"
"8674","NLRX1"
"8675","ADAR"
"8676","IL6R"
"8677","UBE2Q1"
"8678","CHRNB2"
"8679","CRTC2"
"8680","ANO10"
"8681","FDPS"
"8682","RUSC1"
"8683","ENTREP3"
"8684","PAQR6"
"8685","PMF1"
"8686","SLC25A44"
"8687","LMNA"
"8688","NBEAL2"
"8689","CCDC12"
"8690","PTH1R"
"8691","UBQLN4"
"8692","MYL3"
"8693","PPP1R35"
"8694","GPATCH4"
"8695","FGFR4"
"8696","NACC1"
"8697","HK3"
"8698","LY6K"
"8699","IER2"
"8700","ZNF394"
"8701","CPSF4"
"8702","LY6E"
"8703","VPS28"
"8704","TONSL"
"8705","PWWP3A"
"8706","RECQL4"
"8707","LRRC14"
"8708","ZNF333"
"8709","COL26A1"
"8710","PPP1R16A"
"8711","FOXH1"
"8712","ORAI2"
"8713","ALKBH4"
"8714","SH2B2"
"8715","MRNIP"
"8716","SQSTM1"
"8717","MGAT4B"
"8718","RPL8"
"8719","MAML1"
"8720","LRWD1"
"8721","FBXL13"
"8722","NAPEPLD"
"8723","PSMC2"
"8724","CELF5"
"8725","MFSD12"
"8726","YDJC"
"8727","CCDC116"
"8728","DVL3"
"8729","AP2M1"
"8730","ABCF3"
"8731","PCYT1A"
"8732","FBXO27"
"8733","DMKN"
"8734","U2AF1L4"
"8735","BDH1"
"8736","NPHS1"
"8737","THAP8"
"8738","ZNF382"
"8739","LRRC56"
"8740","PLXDC1"
"8741","PGAP3"
"8742","GRIN2C"
"8743","FDXR"
"8744","SAP30BP"
"8745","ACOX1"
"8746","PRPSAP1"
"8747","CYGB"
"8748","SRSF2"
"8749","ZNF577"
"8750","TMEM143"
"8751","ALDH16A1"
"8752","ITGA5"
"8753","ZNF385A"
"8754","MPP3"
"8755","NAGS"
"8756","LSM12"
"8757","ASB16"
"8758","EMC10"
"8759","JOSD2"
"8760","SHANK1"
"8761","FAM171A2"
"8762","DBF4B"
"8763","PLCD3"
"8764","FMNL3"
"8765","RACGAP1"
"8766","LARP4"
"8767","TAMALIN"
"8768","RAVER1"
"8769","SYCE2"
"8770","SPC24"
"8771","LEMD2"
"8772","ZNF653"
"8773","MED11"
"8774","CXCL16"
"8775","SCIMP"
"8776","TNFSF13"
"8777","SENP3"
"8778","FGF11"
"8779","EIF4A1"
"8780","RPL26"
"8781","POLR3K"
"8782","SNRNP25"
"8783","WDR90"
"8784","JMJD8"
"8785","CCDC78"
"8786","SPSB3"
"8787","MEIOB"
"8788","TEDC2"
"8789","CCNF"
"8790","TBC1D24"
"8791","AMDHD2"
"8792","BICDL2"
"8793","PAQR4"
"8794","FLYWCH2"
"8795","ZG16B"
"8796","ZNF75A"
"8797","ADCY9"
"8798","SHANK2"
"8799","CLPB"
"8800","NEU3"
"8801","CYB561A3"
"8802","ASRGL1"
"8803","UBXN1"
"8804","LBHD1"
"8805","TTC9C"
"8806","TAF6L"
"8807","NXF1"
"8808","STX5"
"8809","SLC25A45"
"8810","RPL29"
"8811","SYVN1"
"8812","ZFPL1"
"8813","RPS6KA4"
"8814","LRP5"
"8815","TPCN2"
"8816","PDZK1IP1"
"8817","CMPK1"
"8818","BEND5"
"8819","COA7"
"8820","ZYG11B"
"8821","CZIB"
"8822","MAGOH"
"8823","ACOT11"
"8824","PARS2"
"8825","USP24"
"8826","PLPP3"
"8827","NOL9"
"8828","PRKAA2"
"8829","KLHL21"
"8830","ZSWIM5"
"8831","GMEB1"
"8832","SLC45A1"
"8833","SELENON"
"8834","AK4"
"8835","JAK1"
"8836","RAVER2"
"8837","CTRC"
"8838","LZIC"
"8839","FBLIM1"
"8840","SLC25A34"
"8841","AKR7A3"
"8842","DHRS3"
"8843","MATN1"
"8844","LAPTM5"
"8845","SDC3"
"8846","PEF1"
"8847","SYNC"
"8848","RBBP4"
"8849","TSSK3"
"8850","TMCO4"
"8851","UBXN10"
"8852","CAMK2N1"
"8853","WNT4"
"8854","SCNN1D"
"8855","MXRA8"
"8856","FAAP20"
"8857","MEGF6"
"8858","DIRAS3"
"8859","C1orf87"
"8860","NFIA"
"8861","OMA1"
"8862","MYSM1"
"8863","TM2D1"
"8864","USP1"
"8865","FUBP1"
"8866","NEXN"
"8867","DNAJB4"
"8868","ADGRL4"
"8869","LRRIQ3"
"8870","TYW3"
"8871","SNX7"
"8872","NTNG1"
"8873","HENMT1"
"8874","C1orf52"
"8875","DNAI3"
"8876","GBP2"
"8877","ATXN7L2"
"8878","GBP4"
"8879","ZNF326"
"8880","HFM1"
"8881","KCNT2"
"8882","AGL"
"8883","VCAM1"
"8884","EXTL2"
"8885","SLC30A7"
"8886","ZNF281"
"8887","ARPC5"
"8888","NLRP3"
"8889","ZNF496"
"8890","IGSF8"
"8891","DDR2"
"8892","PEA15"
"8893","PEX19"
"8894","NCSTN"
"8895","VANGL2"
"8896","OLFML2B"
"8897","FCRLB"
"8898","SLC9C2"
"8899","KLHDC9"
"8900","C1orf74"
"8901","FLVCR1"
"8902","GARIN4"
"8903","ATF3"
"8904","RBM15"
"8905","DENND2D"
"8906","AXDND1"
"8907","TDRD5"
"8908","IER5"
"8909","SNED1"
"8910","BPNT1"
"8911","SPATA17"
"8912","C1orf115"
"8913","BROX"
"8914","NBPF20"
"8915","ACP6"
"8916","KIF26B"
"8917","TFB2M"
"8918","CNST"
"8919","PPP1R21"
"8920","PKDCC"
"8921","HAAO"
"8922","B3GALNT2"
"8923","MAPKAPK2"
"8924","PIGR"
"8925","FCAMR"
"8926","CAPN2"
"8927","MRPL55"
"8928","WDR26"
"8929","REL"
"8930","PUS10"
"8931","PEX13"
"8932","SANBR"
"8933","TRIM17"
"8934","RFTN2"
"8935","DISC1"
"8936","CAPN13"
"8937","MEMO1"
"8938","DPY30"
"8939","TYW5"
"8940","MAIP1"
"8941","SLC66A3"
"8942","ARL5A"
"8943","LRATD1"
"8944","KCNJ3"
"8945","CLHC1"
"8946","FRZB"
"8947","DUSP19"
"8948","CFAP36"
"8949","NUP35"
"8950","CCDC138"
"8951","FBXO41"
"8952","WDCP"
"8953","SMC6"
"8954","CCDC74A"
"8955","H3-3A"
"8956","ANKRD30BL"
"8957","COQ8A"
"8958","SLC16A14"
"8959","TEKT4"
"8960","SGCB"
"8961","SPATA18"
"8962","NOSTRIN"
"8963","CFAP221"
"8964","SGPP2"
"8965","INHBB"
"8966","XIRP2"
"8967","BBS5"
"8968","SMARCAD1"
"8969","PDLIM5"
"8970","STPG2"
"8971","NEURL3"
"8972","RPRD2"
"8973","ANKRD23"
"8974","CTSS"
"8975","PACRGL"
"8976","BNIPL"
"8977","C1QTNF7"
"8978","LYSMD1"
"8979","SCNM1"
"8980","TMOD4"
"8981","VPS72"
"8982","ERCC3"
"8983","RNF149"
"8984","IWS1"
"8985","BOLA3"
"8986","CDC42EP3"
"8987","S100A11"
"8988","DHX57"
"8989","ARHGAP25"
"8990","S100A9"
"8991","TGFA"
"8992","CCNYL1"
"8993","FZD5"
"8994","DCAF16"
"8995","NPPC"
"8996","GNPDA2"
"8997","GABRB1"
"8998","PAQR3"
"8999","NIPAL1"
"9000","ANTXR2"
"9001","HELQ"
"9002","MRPS18C"
"9003","CGGBP1"
"9004","ABRAXAS1"
"9005","GPR155"
"9006","PMVK"
"9007","PBXIP1"
"9008","CLDN1"
"9009","PYGO2"
"9010","HIPK1"
"9011","DCST2"
"9012","COL6A3"
"9013","INAVA"
"9014","YY1AP1"
"9015","KBTBD8"
"9016","EOGT"
"9017","NAXE"
"9018","POGLUT1"
"9019","SLC22A15"
"9020","IGFN1"
"9021","ATP1A1"
"9022","SLC15A2"
"9023","EIF4E3"
"9024","LRRC58"
"9025","FSTL1"
"9026","LMOD1"
"9027","ELF3"
"9028","PDCL2"
"9029","TMEM183A"
"9030","TMEM169"
"9031","IGFBP7"
"9032","TRIM46"
"9033","KRTCAP2"
"9034","ARPC2"
"9035","CCT3"
"9036","TMEM79"
"9037","SSR2"
"9038","RNF25"
"9039","STK36"
"9040","ADORA1"
"9041","NEK10"
"9042","CCDC141"
"9043","CIP2A"
"9044","CWC22"
"9045","AZI2"
"9046","TGFBR2"
"9047","ANKZF1"
"9048","HDAC11"
"9049","FBLN2"
"9050","GLB1L"
"9051","STT3B"
"9052","CHCHD4"
"9053","NFASC"
"9054","SGO2"
"9055","SERPINI1"
"9056","CLASP2"
"9057","SUCLG1"
"9058","NUAK2"
"9059","PRKCI"
"9060","IFI16"
"9061","AIM2"
"9062","EFHB"
"9063","EIF5A2"
"9064","SLC2A2"
"9065","RPL22L1"
"9066","PPM1L"
"9067","ICA1L"
"9068","RYBP"
"9069","PPP4R2"
"9070","CD200R1"
"9071","GTPBP8"
"9072","NEPRO"
"9073","SPICE1"
"9074","CCDC191"
"9075","CADPS"
"9076","CDS1"
"9077","WDFY3"
"9078","COX18"
"9079","PTPN13"
"9080","ALB"
"9081","C3orf49"
"9082","C4orf36"
"9083","THOC7"
"9084","ATXN7"
"9085","PSMD6"
"9086","PRICKLE2"
"9087","ADAMTS9"
"9088","PPM1K"
"9089","ERICH6"
"9090","GMPS"
"9091","TIPARP"
"9092","CCNL1"
"9093","PTX3"
"9094","HESX1"
"9095","SLMAP"
"9096","RPL9"
"9097","SMIM14"
"9098","RPP14"
"9099","ABHD6"
"9100","CFAP20DC"
"9101","RBM47"
"9102","APBB2"
"9103","IL17RE"
"9104","IL17RC"
"9105","CRELD1"
"9106","PRRT3"
"9107","PCOLCE2"
"9108","U2SURP"
"9109","MTMR14"
"9110","TTC14"
"9111","CXCL3"
"9112","CXCL5"
"9113","MTHFD2L"
"9114","CXCL1"
"9115","RCHY1"
"9116","PLSCR2"
"9117","CCDC158"
"9118","GYG1"
"9119","HPS3"
"9120","TM4SF18"
"9121","TOPBP1"
"9122","RYK"
"9123","SNRK"
"9124","ZNF513"
"9125","SLC4A1AP"
"9126","PLB1"
"9127","SPDYA"
"9128","KIAA1143"
"9129","KIF15"
"9130","WDR43"
"9131","ZDHHC3"
"9132","CDCP1"
"9133","SLC6A20"
"9134","LZTFL1"
"9135","FYCO1"
"9136","LRRC2"
"9137","ELP6"
"9138","DTX3L"
"9139","ZNF148"
"9140","NMNAT3"
"9141","SMIM12"
"9142","ZMYM6"
"9143","TPRA1"
"9144","YEATS2"
"9145","ZC3H12A"
"9146","MEAF6"
"9147","SNIP1"
"9148","DNALI1"
"9149","POLR2H"
"9150","CAMK2N2"
"9151","LIPH"
"9152","TMEM41A"
"9153","RPN1"
"9154","SENP2"
"9155","IFT122"
"9156","RFC4"
"9157","RPL39L"
"9158","BAP1"
"9159","TKT"
"9160","PRKCD"
"9161","RFT1"
"9162","SFMBT1"
"9163","GNL3"
"9164","PBRM1"
"9165","UVSSA"
"9166","TASOR"
"9167","ARHGEF3"
"9168","SLBP"
"9169","LRPAP1"
"9170","SLC51A"
"9171","UBXN7"
"9172","RNF168"
"9173","PIGX"
"9174","MELTF"
"9175","ABLIM2"
"9176","EXO5"
"9177","C1orf50"
"9178","ERMAP"
"9179","ZNF691"
"9180","AIMP1"
"9181","SGMS2"
"9182","METAP1"
"9183","DNAJB14"
"9184","H2AZ1"
"9185","EMCN"
"9186","SLC9B1"
"9187","SLC9B2"
"9188","BDH2"
"9189","PGRMC2"
"9190","CDC25A"
"9191","ZNF589"
"9192","PLXNB1"
"9193","CCDC51"
"9194","ATRIP"
"9195","SHISA5"
"9196","SPRY1"
"9197","BSN"
"9198","APEH"
"9199","INTU"
"9200","RNF123"
"9201","HSPA4L"
"9202","MFSD8"
"9203","ABHD18"
"9204","MON1A"
"9205","MST1R"
"9206","RAD54L2"
"9207","TEX264"
"9208","DUSP7"
"9209","POC1A"
"9210","PPM1M"
"9211","WDR82"
"9212","C4orf3"
"9213","PRSS12"
"9214","NDST3"
"9215","HMGB2"
"9216","SAP30"
"9217","SCRG1"
"9218","MAD2L1"
"9219","ANXA5"
"9220","MAP9"
"9221","GUCY1A1"
"9222","FBXO8"
"9223","CEP44"
"9224","HPGD"
"9225","ASB5"
"9226","TMEM144"
"9227","GASK1B"
"9228","NPY1R"
"9229","NPY5R"
"9230","NAA15"
"9231","IL15"
"9232","FHIP1A"
"9233","ARFIP1"
"9234","ICE1"
"9235","HHIP"
"9236","ANAPC10"
"9237","ABCE1"
"9238","OTUD4"
"9239","LSM6"
"9240","TMEM184C"
"9241","PRMT9"
"9242","ITGA2"
"9243","MOCS2"
"9244","SLC45A2"
"9245","EDIL3"
"9246","TMEM161B"
"9247","ELOVL7"
"9248","NDUFAF2"
"9249","ZNF474"
"9250","LMBRD2"
"9251","RANBP3L"
"9252","NIPBL"
"9253","RNF180"
"9254","ADGRV1"
"9255","SLC25A46"
"9256","STARD4"
"9257","PGGT1B"
"9258","CCDC112"
"9259","ANKRD33B"
"9260","CMBL"
"9261","C5orf63"
"9262","PRRC1"
"9263","F2RL1"
"9264","AGGF1"
"9265","WDR41"
"9266","NDUFS4"
"9267","SCGB3A2"
"9268","SPINK1"
"9269","GRPEL2"
"9270","CDC20B"
"9271","ARSK"
"9272","RHOBTB3"
"9273","GPX8"
"9274","TIGD6"
"9275","SERINC5"
"9276","ENPP6"
"9277","CAGE1"
"9278","CASP3"
"9279","PRIMPOL"
"9280","ERAP1"
"9281","ERAP2"
"9282","CMYA5"
"9283","CFAP97"
"9284","RICTOR"
"9285","TENT2"
"9286","EBF1"
"9287","ANKRA2"
"9288","UBLCP1"
"9289","UTP15"
"9290","TLR3"
"9291","KLKB1"
"9292","NSA2"
"9293","GFM2"
"9294","TERT"
"9295","CCDC127"
"9296","FOXQ1"
"9297","ACSL6"
"9298","SEPTIN8"
"9299","SHROOM1"
"9300","GDF9"
"9301","UQCRQ"
"9302","LEAP2"
"9303","GJB7"
"9304","SLC35A1"
"9305","GRIK2"
"9306","CGAS"
"9307","FABP7"
"9308","TXLNB"
"9309","CITED2"
"9310","CREBRF"
"9311","DCBLD1"
"9312","SFXN1"
"9313","SAMD3"
"9314","TMEM200A"
"9315","DACT2"
"9316","PDSS2"
"9317","STXBP5"
"9318","IL31RA"
"9319","ANKRD55"
"9320","DAGLB"
"9321","MATCAP2"
"9322","STK17A"
"9323","TRA2A"
"9324","GALNT10"
"9325","SAP30L"
"9326","RPS14"
"9327","HCN1"
"9328","MYOZ3"
"9329","COG5"
"9330","BMT2"
"9331","GPR85"
"9332","SLU7"
"9333","RP9"
"9334","PTTG1"
"9335","CAMLG"
"9336","BMPER"
"9337","RELL2"
"9338","KCNK5"
"9339","KIF6"
"9340","ZNF12"
"9341","SLC29A4"
"9342","STEAP1"
"9343","CDCA7L"
"9344","MIOS"
"9345","ELAPOR2"
"9346","USP49"
"9347","SYTL3"
"9348","IQUB"
"9349","ZNF704"
"9350","FABP5"
"9351","SHH"
"9352","COL1A2"
"9353","FNDC1"
"9354","CHMP4C"
"9355","SLC13A4"
"9356","PGAM2"
"9357","BRI3"
"9358","LMTK2"
"9359","CTSB"
"9360","DLC1"
"9361","C8orf48"
"9362","C7orf57"
"9363","HNF4G"
"9364","PEX2"
"9365","RAD21"
"9366","MED30"
"9367","TNFRSF11B"
"9368","SBSPON"
"9369","PHKG1"
"9370","EN2"
"9371","KCNV1"
"9372","CSMD3"
"9373","SPIDR"
"9374","ORC5"
"9375","DNAAF5"
"9376","OSGIN2"
"9377","DEFB1"
"9378","SUN1"
"9379","OXR1"
"9380","TMEM74"
"9381","GPR146"
"9382","GPER1"
"9383","TMEM184A"
"9384","MICALL2"
"9385","CA3"
"9386","INTS1"
"9387","CDK5"
"9388","SLC4A2"
"9389","SLC7A13"
"9390","FASTK"
"9391","TMUB1"
"9392","FMC1"
"9393","PHAX"
"9394","ALDH7A1"
"9395","FOXK1"
"9396","COX6C"
"9397","OSR2"
"9398","YWHAZ"
"9399","BAALC"
"9400","FZD6"
"9401","CTHRC1"
"9402","SLC25A32"
"9403","DCAF13"
"9404","TP53INP1"
"9405","INTS8"
"9406","VIRMA"
"9407","FREM1"
"9408","GEM"
"9409","PDP1"
"9410","TMEM67"
"9411","WASHC5"
"9412","RPP25L"
"9413","FAM219A"
"9414","SNAPC3"
"9415","MYORG"
"9416","NUDT2"
"9417","TMEM65"
"9418","PSIP1"
"9419","CCDC171"
"9420","UBAP1"
"9421","DIRAS2"
"9422","SYK"
"9423","NIPSNAP3B"
"9424","ABCA1"
"9425","NFIL3"
"9426","LETM2"
"9427","METTL2B"
"9428","FXN"
"9429","ZMAT4"
"9430","TMEM71"
"9431","MAMDC2"
"9432","CPA6"
"9433","C8orf34"
"9434","TMC1"
"9435","ALDH1A1"
"9436","KDM1B"
"9437","HGSNAT"
"9438","RASEF"
"9439","GKAP1"
"9440","KIF27"
"9441","HNRNPK"
"9442","SVEP1"
"9443","ANKS6"
"9444","FBP1"
"9445","PGAP4"
"9446","ZHX1"
"9447","CFAP47"
"9448","DYNLT3"
"9449","METTL27"
"9450","MID1IP1"
"9451","SHOC1"
"9452","CXorf58"
"9453","KIAA1958"
"9454","RNF183"
"9455","PCDH19"
"9456","PIGA"
"9457","VEGFD"
"9458","STRBP"
"9459","CLDN3"
"9460","GAPVD1"
"9461","CARD19"
"9462","WNK2"
"9463","ATP7A"
"9464","ZNF367"
"9465","HDX"
"9466","NDUFB6"
"9467","AQP7"
"9468","NOL6"
"9469","AQP3"
"9470","TRMT10B"
"9471","VCP"
"9472","PIGO"
"9473","STOML2"
"9474","BRWD3"
"9475","SLITRK5"
"9476","MELK"
"9477","ARMC3"
"9478","OTUD1"
"9479","ARHGAP12"
"9480","FAT3"
"9481","DEUP1"
"9482","HECTD2"
"9483","FBXO33"
"9484","INTS6L"
"9485","CLDN2"
"9486","LRFN5"
"9487","SPTSSA"
"9488","WRN"
"9489","MARCHF8"
"9490","TSHR"
"9491","CFL2"
"9492","SUGT1"
"9493","GTF2A1"
"9494","ZCCHC24"
"9495","PGM2L1"
"9496","PHYHIPL"
"9497","SLC16A9"
"9498","INPPL1"
"9499","GJB2"
"9500","CRYL1"
"9501","REEP3"
"9502","SKA3"
"9503","MICU2"
"9504","DDIAS"
"9505","PCF11"
"9506","PKNOX2"
"9507","LRR1"
"9508","RPL36AL"
"9509","DNAAF2"
"9510","DEPP1"
"9511","ZNF22"
"9512","KLHDC2"
"9513","EML5"
"9514","NEMF"
"9515","RPUSD4"
"9516","ARF6"
"9517","TTC8"
"9518","TMEM63C"
"9519","NOXRED1"
"9520","AKR1E2"
"9521","KBTBD6"
"9522","FAAH2"
"9523","NUDT5"
"9524","DACT1"
"9525","BEND7"
"9526","ATP5F1C"
"9527","PRPF18"
"9528","TAF3"
"9529","VSTM4"
"9530","VDAC2"
"9531","COMTD1"
"9532","PDZD8"
"9533","ZNF503"
"9534","ABRAXAS2"
"9535","QSOX2"
"9536","FAM204A"
"9537","NSD1"
"9538","PRDX3"
"9539","ENOX2"
"9540","GHITM"
"9541","SNAPC4"
"9542","PMPCA"
"9543","ENTR1"
"9544","AK8"
"9545","SPACA9"
"9546","TSC1"
"9547","GFI1B"
"9548","HPRT1"
"9549","BORCS5"
"9550","ZMYND19"
"9551","STOX1"
"9552","DDX21"
"9553","BMS1"
"9554","STK32C"
"9555","JCAD"
"9556","FUNDC2"
"9557","PIP4P1"
"9558","METTL17"
"9559","NDRG2"
"9560","ARHGEF40"
"9561","NSMF"
"9562","ZNF219"
"9563","C12orf50"
"9564","CASP7"
"9565","PPP1R36"
"9566","CCDC186"
"9567","METTL3"
"9568","SALL2"
"9569","TRUB1"
"9570","ERICH6B"
"9571","CYP2C19"
"9572","ZFYVE1"
"9573","HSPA12A"
"9574","UBTD1"
"9575","ANKRD2"
"9576","E2F7"
"9577","ARHGAP42"
"9578","ISCA2"
"9579","OTOGL"
"9580","LARGE2"
"9581","PACSIN3"
"9582","TTC7B"
"9583","SLC39A13"
"9584","PSMC3"
"9585","RAPSN"
"9586","AGBL2"
"9587","TC2N"
"9588","CPSF2"
"9589","SMCO2"
"9590","MOAP1"
"9591","IFI27L1"
"9592","IFI27"
"9593","CLMN"
"9594","PDZRN4"
"9595","CCDC38"
"9596","NELL1"
"9597","PTER"
"9598","C1QL3"
"9599","CACNB2"
"9600","HACD1"
"9601","ARL5B"
"9602","SMCO4"
"9603","CEP295"
"9604","TAF1D"
"9605","ABTB2"
"9606","R3HCC1L"
"9607","AMOTL1"
"9608","HTRA1"
"9609","LIPC"
"9610","CEP57"
"9611","TCP11L2"
"9612","SPRED1"
"9613","GPR176"
"9614","JAM3"
"9615","GLB1L3"
"9616","ADAMTS15"
"9617","GPT2"
"9618","AMN"
"9619","RAB8B"
"9620","IKBIP"
"9621","RPUSD2"
"9622","HIF1AN"
"9623","NDUFB8"
"9624","ZFYVE19"
"9625","SPINT1"
"9626","FBN1"
"9627","DEPDC4"
"9628","BRD7"
"9629","CKB"
"9630","TRMT61A"
"9631","BTRC"
"9632","POLL"
"9633","BAG5"
"9634","DPCD"
"9635","LARP6"
"9636","API5"
"9637","ZNF319"
"9638","HPS6"
"9639","SENP8"
"9640","NOLC1"
"9641","ALKBH3"
"9642","COPS2"
"9643","GABRB3"
"9644","SGPL1"
"9645","FRS2"
"9646","CCT2"
"9647","PCBD1"
"9648","ARIH1"
"9649","DNAAF8"
"9650","CLMP"
"9651","SCN3B"
"9652","COX11"
"9653","ZNF202"
"9654","FAM227B"
"9655","STXBP4"
"9656","CYYR1"
"9657","CUL5"
"9658","MYRFL"
"9659","WBP1L"
"9660","BORCS7"
"9661","C2"
"9662","PLEKHF1"
"9663","ANAPC16"
"9664","SMPD1"
"9665","APBB1"
"9666","NUDT13"
"9667","C11orf65"
"9668","TRIM44"
"9669","ILK"
"9670","TAF10"
"9671","TPP1"
"9672","DCHS1"
"9673","NETO1"
"9674","MSS51"
"9675","CYB5A"
"9676","USP54"
"9677","RAG1"
"9678","IFTAP"
"9679","ATP9B"
"9680","PPFIBP2"
"9681","CYB5R2"
"9682","SERPINB7"
"9683","GARRE1"
"9684","SERPINB8"
"9685","TUB"
"9686","RIC3"
"9687","LMO1"
"9688","IDH3A"
"9689","WDR72"
"9690","PLD4"
"9691","ZMAT1"
"9692","XRRA1"
"9693","TRIM66"
"9694","RNF169"
"9695","RPL27A"
"9696","DENND2B"
"9697","CDYL2"
"9698","TMEM130"
"9699","PRTG"
"9700","CENPN"
"9701","AKIP1"
"9702","ATMIN"
"9703","C16orf46"
"9704","TMEM41B"
"9705","PKD1L2"
"9706","LEO1"
"9707","ZNF143"
"9708","TMX3"
"9709","MFAP4"
"9710","WEE1"
"9711","MAPK7"
"9712","PRKCB"
"9713","HDGFL3"
"9714","NDST2"
"9715","MCM7"
"9716","CCDC68"
"9717","CLEC4E"
"9718","ZNF3"
"9719","ZSCAN21"
"9720","RIMKLB"
"9721","BEAN1"
"9722","TK2"
"9723","TMED3"
"9724","SEC11C"
"9725","TMEM135"
"9726","IQCD"
"9727","NDEL1"
"9728","CENPV"
"9729","CDH16"
"9730","RRAD"
"9731","CIAO2B"
"9732","CFAP52"
"9733","HSP90B1"
"9734","BLCAP"
"9735","CHRFAM7A"
"9736","ATF7IP2"
"9737","BEX3"
"9738","TMPRSS5"
"9739","COG1"
"9740","PLEKHA7"
"9741","ZNF606"
"9742","ZCCHC18"
"9743","B2M"
"9744","ZNF592"
"9745","GOLM2"
"9746","NNMT"
"9747","ACSM1"
"9748","AP1G1"
"9749","SLFN5"
"9750","CATSPER2"
"9751","BMERB1"
"9752","MARF1"
"9753","SAAL1"
"9754","YPEL4"
"9755","PPIB"
"9756","CIAO2A"
"9757","LDHAL6A"
"9758","FAM111A"
"9759","PCLAF"
"9760","KIF7"
"9761","LDHD"
"9762","PLIN1"
"9763","PEX11A"
"9764","TMEM170A"
"9765","MESP1"
"9766","ANPEP"
"9767","SCNN1G"
"9768","NAV2"
"9769","ANKDD1A"
"9770","GLYATL1"
"9771","C18orf54"
"9772","DCTN5"
"9773","TERF2IP"
"9774","PLK1"
"9775","CLPX"
"9776","ZBTB39"
"9777","CACNG2"
"9778","TAC3"
"9779","MYO1A"
"9780","NEMP1"
"9781","NAB2"
"9782","VPS39"
"9783","STAT6"
"9784","PATL1"
"9785","ATP23"
"9786","ELFN2"
"9787","STX3"
"9788","MRPL16"
"9789","PIP4K2C"
"9790","MTMR10"
"9791","YWHAB"
"9792","C15orf48"
"9793","SCG5"
"9794","GREM1"
"9795","NYAP1"
"9796","TSC22D4"
"9797","DIS3L"
"9798","CCNDBP1"
"9799","SMAD3"
"9800","CCDC178"
"9801","MAP1A"
"9802","RCCD1"
"9803","AKTIP"
"9804","MAPRE2"
"9805","EVA1C"
"9806","MARS1"
"9807","MBD6"
"9808","CNPY4"
"9809","PDIA3"
"9810","NUDT21"
"9811","NKX3-1"
"9812","SGSM1"
"9813","DUSP18"
"9814","TEF"
"9815","MEI1"
"9816","B4GALNT2"
"9817","PBX3"
"9818","PHB1"
"9819","SNRPD1"
"9820","TTC16"
"9821","SAMD14"
"9822","PIP5KL1"
"9823","TMEM92"
"9824","ACSF2"
"9825","GOLGA2"
"9826","TRUB2"
"9827","COQ4"
"9828","SLC27A4"
"9829","URM1"
"9830","CERCAM"
"9831","DOLPP1"
"9832","CCDC103"
"9833","ENDOG"
"9834","C15orf39"
"9835","SP2"
"9836","COQ7"
"9837","GPRC5B"
"9838","CRK"
"9839","FBXO22"
"9840","TBC1D2B"
"9841","NOD2"
"9842","KATNAL2"
"9843","HDHD2"
"9844","ZNF91"
"9845","IGF2"
"9846","RNF214"
"9847","CDK12"
"9848","DUS2"
"9849","POP5"
"9850","ENGASE"
