"","x"
"1378","ZNF324"
"1379","ZNF671"
"1380","ZNF416"
"1381","ZNF586"
"1382","ZNF446"
"1383","ZNF264"
"1384","RPS5"
"1385","FAT1"
"1386","YTHDC1"
"1387","CHMP2B"
"1388","SMAP2"
"1389","PPIE"
"1390","ZMPSTE24"
"1391","STARD7"
"1392","NOA1"
"1393","REST"
"1394","HAL"
"1395","SSH1"
"1396","GSTP1"
"1397","APLP2"
"1398","FAM234B"
"1399","SLCO1A2"
"1400","WBP11"
"1401","EIF3I"
"1402","COL16A1"
"1403","TXLNA"
"1404","NCOA1"
"1405","AGBL5"
"1406","EFR3B"
"1407","KIF3C"
"1408","RAB10"
"1409","GCKR"
"1410","HADHA"
"1411","MAPRE3"
"1412","CAD"
"1413","CD59"
"1414","CD82"
"1415","BCORL1"
"1416","ATRX"
"1417","AK6"
"1418","MYNN"
"1419","MECOM"
"1420","SCAMP1"
"1421","PREP"
"1422","HACE1"
"1423","SEH1L"
"1424","WDR47"
"1425","WDFY1"
"1426","OVGP1"
"1427","SLC25A24"
"1428","MAP3K4"
"1429","PILRA"
"1430","ABCB1"
"1431","ZNF213"
"1432","AKR1B1"
"1433","CPNE3"
"1434","RRN3"
"1435","CTTN"
"1436","MTIF2"
"1437","DDHD2"
"1438","TTC39A"
"1439","EPS15"
"1440","ORC1"
"1441","MGST2"
"1442","CHERP"
"1443","ATG16L1"
"1444","USP40"
"1445","POMGNT1"
"1446","RAD54L"
"1447","MAST2"
"1448","DNAJA1"
"1449","B4GALT1"
"1450","CHMP5"
"1451","NFX1"
"1452","DIMT1"
"1453","IPO11"
"1454","EIF2AK1"
"1455","NME8"
"1456","EPDR1"
"1457","SNX10"
"1458","SEPHS1"
"1459","MRPL28"
"1460","ITPKC"
"1461","RBM22"
"1462","TMED2"
"1463","ERO1B"
"1464","ZFAND6"
"1465","HSD17B2"
"1466","TXLNG"
"1467","PPEF1"
"1468","LAT2"
"1469","HUWE1"
"1470","ZW10"
"1471","ALG9"
"1472","NOX4"
"1473","ACOX3"
"1474","MTMR2"
"1475","PPP1R15A"
"1476","HSD17B14"
"1477","TRIP6"
"1478","ACHE"
"1479","FTL"
"1480","SRRT"
"1481","BAX"
"1482","NLK"
"1483","PIGS"
"1484","ATXN7L3"
"1485","PGS1"
"1486","PSMC5"
"1487","UIMC1"
"1488","MMP2"
"1489","LPCAT2"
"1490","GNAO1"
"1491","OGFOD1"
"1492","SH3BP2"
"1493","NOP14"
"1494","ADD1"
"1495","L2HGDH"
"1496","TXNDC16"
"1497","RTRAF"
"1498","NID2"
"1499","GMCL1"
"1500","SF3B2"
"1501","KLHL42"
"1502","GNAS"
"1503","DNM1L"
"1504","PTHLH"
"1505","PHACTR3"
"1506","ERGIC2"
"1507","AURKA"
"1508","CASS4"
"1509","PIR"
"1510","AAMDC"
"1511","RFX2"
"1512","METTL2A"
"1513","SULT2B1"
"1514","ALG6"
"1515","CNOT3"
"1516","GP6"
"1517","PTPN4"
"1518","DDX18"
"1519","KHSRP"
"1520","GNA11"
"1521","ASAP3"
"1522","EDEM2"
"1523","DNMT3B"
"1524","TPX2"
"1525","PDRG1"
"1526","EPB41L1"
"1527","SLC15A1"
"1528","DOCK9"
"1529","ANKRD10"
"1530","TGDS"
"1531","DOCK3"
"1532","C3orf18"
"1533","COQ9"
"1534","TMEM40"
"1535","KIF9"
"1536","ARHGAP28"
"1537","CRLS1"
"1538","PPP1R13B"
"1539","ATRN"
"1540","SMOX"
"1541","FKBP1A"
"1542","NSFL1C"
"1543","SLC4A11"
"1544","DNAAF9"
"1545","ZNF343"
"1546","EBF4"
"1547","MAVS"
"1548","LZTS3"
"1549","F11"
"1550","XRN2"
"1551","KIZ"
"1552","DYNLL1"
"1553","TESC"
"1554","SNX5"
"1555","RPL6"
"1556","SIRPG"
"1557","MAPKAPK5"
"1558","P2RX7"
"1559","ESF1"
"1560","RBBP9"
"1561","ANAPC5"
"1562","SLC23A2"
"1563","SLC8B1"
"1564","TMEM230"
"1565","DZANK1"
"1566","KDM2B"
"1567","CFAP61"
"1568","TASP1"
"1569","OAS1"
"1570","GCN1"
"1571","RPLP0"
"1572","PXN"
"1573","SIRT4"
"1574","RPH3A"
"1575","KIF16B"
"1576","TRMT6"
"1577","CHGB"
"1578","PEBP1"
"1579","BRAP"
"1580","ERP29"
"1581","NOS1"
"1582","FUS"
"1583","IGBP1"
"1584","FXYD5"
"1585","ZNF302"
"1586","GRAMD1A"
"1587","HEPH"
"1588","CDIP1"
"1589","CMTM1"
"1590","GANAB"
"1591","GMIP"
"1592","RBM41"
"1593","BIRC5"
"1594","LAG3"
"1595","MLF2"
"1596","OTUB2"
"1597","DDX24"
"1598","ZBTB25"
"1599","NECAP1"
"1600","ARHGAP4"
"1601","ANKRD24"
"1602","DHX32"
"1603","RCOR1"
"1604","GPATCH2L"
"1605","LTBP4"
"1606","BLVRB"
"1607","SLC9A1"
"1608","SPTLC1"
"1609","PAPOLA"
"1610","CCNK"
"1611","PCBP4"
"1612","RGS1"
"1613","YPEL3"
"1614","MRPS33"
"1615","NDUFB2"
"1616","NUDC"
"1617","MAEA"
"1618","ICAM1"
"1619","STRN4"
"1620","IRAK3"
"1621","LYZ"
"1622","MUL1"
"1623","TFAP4"
"1624","PDCD7"
"1625","SPG21"
"1626","DNAJB11"
"1627","P3H2"
"1628","THPO"
"1629","CHRD"
"1630","FLT3LG"
"1631","RAB11FIP3"
"1632","GNPTG"
"1633","ZNF268"
"1634","GOLGA3"
"1635","PABPC4"
"1636","CERS4"
"1637","MCOLN1"
"1638","USP48"
"1639","EFNB1"
"1640","PDPR"
"1641","AARS1"
"1642","GLG1"
"1643","KIF4A"
"1644","TNRC6A"
"1645","PLEKHG2"
"1646","NAT14"
"1647","PITPNM2"
"1648","EXOC1"
"1649","RBM27"
"1650","OSBPL8"
"1651","DTX2"
"1652","NLRC4"
"1653","PUS7"
"1654","LAMB4"
"1655","NRCAM"
"1656","LAMB1"
"1657","SLC26A4"
"1658","SLC26A3"
"1659","DLD"
"1660","WDR7"
"1661","TXNL1"
"1662","IL5RA"
"1663","ABCC6"
"1664","CMTM6"
"1665","ITGA6"
"1666","RAPGEF4"
"1667","MAP3K20"
"1668","FH"
"1669","SEL1L3"
"1670","TF"
"1671","CDV3"
"1672","MYO15A"
"1673","ALKBH5"
"1674","NLRP1"
"1675","PITPNM3"
"1676","SPAG7"
"1677","ORC6"
"1678","ZFHX4"
"1679","ZC3HC1"
"1680","ESR1"
"1681","RGS17"
"1682","ANGPT2"
"1683","TMEM101"
"1684","CD200"
"1685","CCDC80"
"1686","PSME1"
"1687","PPP2R3C"
"1688","HAUS4"
"1689","SLC7A8"
"1690","OSGEP"
"1691","SLC22A17"
"1692","RNF31"
"1693","SCFD1"
"1694","G2E3"
"1695","HECTD1"
"1696","HNRNPC"
"1697","SUPT16H"
"1698","TOX4"
"1699","GEMIN2"
"1700","TGM1"
"1701","TINF2"
"1702","SEMA6A"
"1703","TRPM7"
"1704","TYRO3"
"1705","WDR76"
"1706","CAPN3"
"1707","SNAP23"
"1708","TBX15"
"1709","PHGDH"
"1710","EZR"
"1711","MYL6"
"1712","AGO1"
"1713","TEKT2"
"1714","CLSPN"
"1715","RFFL"
"1716","UNC13D"
"1717","MFSD11"
"1718","DPYSL2"
"1719","TGFB2"
"1720","GPATCH2"
"1721","NUP50"
"1722","CDC45"
"1723","COMT"
"1724","ADA2"
"1725","ECHDC1"
"1726","LRRFIP2"
"1727","SEC22C"
"1728","XYLB"
"1729","HDAC6"
"1730","GABRP"
"1731","CDC6"
"1732","UPRT"
"1733","CDC23"
"1734","AAAS"
"1735","CBX5"
"1736","FMO2"
"1737","SUCO"
"1738","MSH2"
"1739","MAP3K1"
"1740","DHPS"
"1741","HOOK2"
"1742","ARCN1"
"1743","EPB41L4B"
"1744","TMEM38B"
"1745","PSMD5"
"1746","PTGS1"
"1747","NUP188"
"1748","CRAT"
"1749","SH2D3C"
"1750","NANS"
"1751","TBC1D2"
"1752","WHRN"
"1753","CWF19L1"
"1754","SEMA4G"
"1755","BTAF1"
"1756","IKZF5"
"1757","BLNK"
"1758","TLL2"
"1759","CYP26A1"
"1760","SORBS1"
"1761","CRTAC1"
"1762","BAMBI"
"1763","IL11"
"1764","MYO3A"
"1765","WAC"
"1766","CREM"
"1767","NUBP2"
"1768","HIVEP1"
"1769","FKBP5"
"1770","SRPK1"
"1771","BRPF3"
"1772","MRPS18A"
"1773","TMEM14A"
"1774","EFHC1"
"1775","HSP90AB1"
"1776","CDC5L"
"1777","ITPR3"
"1778","ZNF184"
"1779","DSP"
"1780","SIRT1"
"1781","HNRNPH3"
"1782","IFT74"
"1783","JAK2"
"1784","ABL1"
"1785","ACOT7"
"1786","SH3GLB1"
"1787","CDC7"
"1788","SYDE2"
"1789","PCSK5"
"1790","SCD"
"1791","TMED1"
"1792","ABLIM1"
"1793","ERMP1"
"1794","RAB18"
"1795","NRP1"
"1796","PRTFDC1"
"1797","PALMD"
"1798","TSPAN15"
"1799","MACROH2A2"
"1800","WASHC2A"
"1801","MAST3"
"1802","MZF1"
"1803","OCEL1"
"1804","MYO9B"
"1805","KCNK6"
"1806","CATSPERG"
"1807","PSMD8"
"1808","FBXL19"
"1809","STX1B"
"1810","HSD3B7"
"1811","SETD1A"
"1812","BCL7C"
"1813","CIRBP"
"1814","ATP5F1D"
"1815","CBARP"
"1816","PCDH11Y"
"1817","HNRNPM"
"1818","MARCHF2"
"1819","NDUFB7"
"1820","TECR"
"1821","TIMM13"
"1822","CDC34"
"1823","MTAP"
"1824","MISP"
"1825","CEP170B"
"1826","POLR2E"
"1827","POLRMT"
"1828","IZUMO4"
"1829","RASSF7"
"1830","GADD45B"
"1831","MADCAM1"
"1832","MKNK2"
"1833","ARVCF"
"1834","TRMT2A"
"1835","RANBP1"
"1836","ZDHHC8"
"1837","KLHL22"
"1838","MED15"
"1839","SERPIND1"
"1840","SNAP29"
"1841","CRKL"
"1842","LZTR1"
"1843","MMP11"
"1844","CECR2"
"1845","SMARCB1"
"1846","DERL3"
"1847","BCL2L13"
"1848","DDTL"
"1849","DDT"
"1850","GSTT2"
"1851","CABIN1"
"1852","TBC1D10A"
"1853","SUSD2"
"1854","SF3A1"
"1855","RNF215"
"1856","SEC14L2"
"1857","SPECC1L"
"1858","PPIL2"
"1859","UPB1"
"1860","YPEL1"
"1861","SNRPD3"
"1862","PES1"
"1863","MAPK1"
"1864","GGT1"
"1865","PRODH"
"1866","PPM1F"
"1867","SLC35E4"
"1868","TOP3B"
"1869","CRYBB3"
"1870","CYTH4"
"1871","ESS2"
"1872","MFNG"
"1873","CARD10"
"1874","SLC25A1"
"1875","GRK3"
"1876","LGALS2"
"1877","GGA1"
"1878","HIRA"
"1879","SH3BP1"
"1880","LGALS1"
"1881","HPS4"
"1882","PIK3IP1"
"1883","SRRD"
"1884","PATZ1"
"1885","TRIOBP"
"1886","TFIP11"
"1887","GCAT"
"1888","ANKRD54"
"1889","EIF3L"
"1890","SNU13"
"1891","MICALL1"
"1892","POLR2F"
"1893","SOX10"
"1894","CCDC134"
"1895","DEPDC5"
"1896","PICK1"
"1897","TTC28"
"1898","CENPM"
"1899","SEPTIN3"
"1900","SLC5A4"
"1901","KDELR3"
"1902","CYP2D6"
"1903","DDX17"
"1904","TCF20"
"1905","HSCB"
"1906","CBY1"
"1907","TOMM22"
"1908","RSPH14"
"1909","XBP1"
"1910","RTCB"
"1911","JOSD1"
"1912","FBXO7"
"1913","GTPBP1"
"1914","POLDIP3"
"1915","RAB36"
"1916","TIMP3"
"1917","PPP6R2"
"1918","SBF1"
"1919","SUN2"
"1920","CYB5R3"
"1921","DNAL4"
"1922","MIOX"
"1923","LMF2"
"1924","RHBDD3"
"1925","PACSIN2"
"1926","TTLL1"
"1927","AP1B1"
"1928","HMGXB4"
"1929","TOM1"
"1930","NEFH"
"1931","CHKB"
"1932","BIK"
"1933","HMOX1"
"1934","MCAT"
"1935","THOC5"
"1936","MCM5"
"1937","ARSA"
"1938","TSPO"
"1939","TTLL12"
"1940","CBX7"
"1941","PDGFB"
"1942","RPL3"
"1943","ZMAT5"
"1944","RBFOX2"
"1945","SYNGR1"
"1946","TAB1"
"1947","ASCC2"
"1948","MTMR3"
"1949","MIEF1"
"1950","APOL1"
"1951","PNPLA3"
"1952","MYH9"
"1953","SAMM50"
"1954","TXN2"
"1955","FOXRED2"
"1956","EIF3D"
"1957","TNRC6B"
"1958","SGSM3"
"1959","IFT27"
"1960","KIAA0930"
"1961","SLC25A17"
"1962","FAM118A"
"1963","KCTD17"
"1964","ST13"
"1965","RBX1"
"1966","EP300"
"1967","L3MBTL2"
"1968","CHADL"
"1969","RANGAP1"
"1970","ZC3H7B"
"1971","PHF5A"
"1972","ACO2"
"1973","POLR3H"
"1974","TRMU"
"1975","PMM1"
"1976","DESI1"
"1977","CERK"
"1978","BRD1"
"1979","ZBED4"
"1980","HDAC10"
"1981","KCNK10"
"1982","ABHD4"
"1983","KHNYN"
"1984","FKBP3"
"1985","SDR39U1"
"1986","RBM23"
"1987","PRMT5"
"1988","COCH"
"1989","AP4S1"
"1990","POLE2"
"1991","VCPKMT"
"1992","SOS2"
"1993","CDKL1"
"1994","NIN"
"1995","PYGL"
"1996","TRIM9"
"1997","PSMC6"
"1998","GNPNAT1"
"1999","DDHD1"
"2000","CDKN3"
"2001","CNIH1"
"2002","CGRRF1"
"2003","ATP6V1D"
"2004","CCDC198"
"2005","PLEK2"
"2006","PIGH"
"2007","PSMA3"
"2008","VTI1B"
"2009","TIMM9"
"2010","GSTZ1"
"2011","KIAA0586"
"2012","TMED8"
"2013","SAMD15"
"2014","AHSA1"
"2015","DAAM1"
"2016","SPTLC2"
"2017","RIN3"
"2018","LGMN"
"2019","ALKBH1"
"2020","SNW1"
"2021","ITPK1"
"2022","DHRS7"
"2023","PPM1A"
"2024","SIX4"
"2025","ASB2"
"2026","CEP128"
"2027","ERH"
"2028","HIF1A"
"2029","SUSD6"
"2030","SRSF5"
"2031","SLC10A1"
"2032","EIF5"
"2033","SLC8A3"
"2034","DICER1"
"2035","ZFYVE21"
"2036","MTHFD1"
"2037","ZC3H14"
"2038","TELO2"
"2039","PCNX1"
"2040","GSKIP"
"2041","VRK1"
"2042","PSMC1"
"2043","PAPLN"
"2044","RPS6KA5"
"2045","PPP4R3A"
"2046","C14orf93"
"2047","PSMB5"
"2048","YY1"
"2049","ACIN1"
"2050","CCNB1IP1"
"2051","TRIP11"
"2052","APEX1"
"2053","PABPN1"
"2054","ARHGAP5"
"2055","CINP"
"2056","SRP54"
"2057","CHD8"
"2058","PCK2"
"2059","PRORP"
"2060","DCAF11"
"2061","PSMA6"
"2062","NFKBIA"
"2063","EMC9"
"2064","PSME2"
"2065","BRMS1L"
"2066","REC8"
"2067","TM9SF1"
"2068","SEC23A"
"2069","GMPR2"
"2070","PNN"
"2071","RABGGTA"
"2072","NFATC4"
"2073","PLTP"
"2074","PCIF1"
"2075","GSS"
"2076","TRPC4AP"
"2077","PYGB"
"2078","ABHD12"
"2079","PROCR"
"2080","GINS1"
"2081","NINL"
"2082","CD40"
"2083","UQCC1"
"2084","ZMYND8"
"2085","SGK2"
"2086","IFT52"
"2087","MYBL2"
"2088","NDRG3"
"2089","SLA2"
"2090","RAB5IF"
"2091","NFATC2"
"2092","PABPC1L"
"2093","STK4"
"2094","ADNP"
"2095","PFDN4"
"2096","DOK5"
"2097","CSTF1"
"2098","RAE1"
"2099","TPD52L2"
"2100","DNAJC5"
"2101","NELFCD"
"2102","CTSZ"
"2103","PRPF6"
"2104","PRELID3B"
"2105","MTG2"
"2106","PSMA7"
"2107","SLCO4A1"
"2108","MRGBP"
"2109","TCFL5"
"2110","DIDO1"
"2111","GID8"
"2112","SLC17A9"
"2113","NKAIN4"
"2114","ARFGAP1"
"2115","EEF1A2"
"2116","PTK6"
"2117","GMEB2"
"2118","SPEF1"
"2119","CDC25B"
"2120","ISM1"
"2121","RNF24"
"2122","ARFRP1"
"2123","NDUFAF5"
"2124","TRIB3"
"2125","RASSF2"
"2126","CSNK2A1"
"2127","RSPO4"
"2128","CDS2"
"2129","HM13"
"2130","SNPH"
"2131","SIRPB1"
"2132","SEC23B"
"2133","FERMT1"
"2134","PLCB4"
"2135","MYL9"
"2136","TM9SF4"
"2137","TLDC2"
"2138","CRNKL1"
"2139","POFUT1"
"2140","SAMHD1"
"2141","PAK5"
"2142","KIF3B"
"2143","MROH8"
"2144","NOP56"
"2145","MANBAL"
"2146","IDH3B"
"2147","MAPRE1"
"2148","JAG1"
"2149","CDK5RAP1"
"2150","SNTA1"
"2151","TTI1"
"2152","E2F1"
"2153","RPRD1B"
"2154","PXMP4"
"2155","CHMP4B"
"2156","CST3"
"2157","ASIP"
"2158","ACTR5"
"2159","WFDC2"
"2160","AHCY"
"2161","FAM83D"
"2162","DHX35"
"2163","DNTTIP1"
"2164","MAP1LC3A"
"2165","SYNDIG1"
"2166","PIGU"
"2167","ACOT8"
"2168","APMAP"
"2169","CELF4"
"2170","ZNF516"
"2171","CDH20"
"2172","ADNP2"
"2173","RBFA"
"2174","USP14"
"2175","VAPA"
"2176","METTL4"
"2177","LPIN2"
"2178","SMCHD1"
"2179","MYOM1"
"2180","MYL12A"
"2181","CEP76"
"2182","ST8SIA5"
"2183","CEP192"
"2184","RNMT"
"2185","SMAD7"
"2186","LIPG"
"2187","LAMA1"
"2188","RNF125"
"2189","ANKRD12"
"2190","NOL4"
"2191","POLI"
"2192","MIB1"
"2193","RBBP8"
"2194","RIOK3"
"2195","CSTF2"
"2196","MXRA5"
"2197","VSIG1"
"2198","PSMD10"
"2199","ATG4A"
"2200","STS"
"2201","TBL1X"
"2202","GPR143"
"2203","PGRMC1"
"2204","POLA1"
"2205","MID1"
"2206","NKAP"
"2207","RHOXF1"
"2208","NXT2"
"2209","GUCY2F"
"2210","ALG13"
"2211","PRPS2"
"2212","MOSPD1"
"2213","AMMECR1"
"2214","CHRDL1"
"2215","WDR13"
"2216","SUV39H1"
"2217","SRPX"
"2218","GLRA2"
"2219","XIAP"
"2220","STAG2"
"2221","ATP11C"
"2222","MCF2"
"2223","ABCD1"
"2224","CCDC22"
"2225","CACNA1F"
"2226","SYP"
"2227","PLP2"
"2228","BMX"
"2229","PLS3"
"2230","NAA10"
"2231","RENBP"
"2232","ELF4"
"2233","SMARCA1"
"2234","MTMR8"
"2235","ASB9"
"2236","ZC3H12B"
"2237","RBBP7"
"2238","KCND1"
"2239","SLC25A14"
"2240","FMR1"
"2241","PIM2"
"2242","SCML2"
"2243","SLC35A2"
"2244","PQBP1"
"2245","PCSK1N"
"2246","EMD"
"2247","TAFAZZIN"
"2248","RAB40AL"
"2249","PGK1"
"2250","MAGT1"
"2251","SMS"
"2252","PHEX"
"2253","UBL4A"
"2254","CD99L2"
"2255","EEA1"
"2256","RP2"
"2257","JADE3"
"2258","CDK16"
"2259","USP11"
"2260","PCYT1B"
"2261","HTATSF1"
"2262","TIMP1"
"2263","KLHL4"
"2264","GABRE"
"2265","PCDH11X"
"2266","FGD1"
"2267","PIN4"
"2268","PORCN"
"2269","MAGED2"
"2270","RBM3"
"2271","KLF8"
"2272","SRPX2"
"2273","SYTL4"
"2274","ZDHHC15"
"2275","CENPI"
"2276","DRP2"
"2277","TAF7L"
"2278","PBDC1"
"2279","GLA"
"2280","ARMCX3"
"2281","BEX4"
"2282","RUBCNL"
"2283","NALCN"
"2284","FGF14"
"2285","HTR2A"
"2286","NDFIP2"
"2287","TNFSF13B"
"2288","FNDC3A"
"2289","CDADC1"
"2290","CAB39L"
"2291","KLF5"
"2292","STK24"
"2293","ACP5"
"2294","DNAJC3"
"2295","UGGT2"
"2296","ARHGEF7"
"2297","FGF9"
"2298","PARP4"
"2299","SUPT20H"
"2300","MRPS31"
"2301","SLC25A15"
"2302","KPNA3"
"2303","FLT1"
"2304","RGCC"
"2305","VWA8"
"2306","DGKH"
"2307","KATNAL1"
"2308","INTS6"
"2309","DHRS12"
"2310","MEDAG"
"2311","TSC22D1"
"2312","CLN5"
"2313","MSLN"
"2314","MGRN1"
"2315","ZNF629"
"2316","TRADD"
"2317","HSF4"
"2318","MAPK3"
"2319","GDPD3"
"2320","ELMO3"
"2321","PHKB"
"2322","LYRM1"
"2323","NUTF2"
"2324","NUP93"
"2325","CENPT"
"2326","TSNAXIP1"
"2327","NFAT5"
"2328","LONP2"
"2329","N4BP1"
"2330","ARL2BP"
"2331","PLLP"
"2332","ZNF423"
"2333","DHODH"
"2334","CTCF"
"2335","ACD"
"2336","POLR2C"
"2337","PARD6A"
"2338","ZNF821"
"2339","MMP15"
"2340","USB1"
"2341","CYB5B"
"2342","NME3"
"2343","NDRG4"
"2344","PSMD7"
"2345","SETD6"
"2346","SLC38A7"
"2347","VAC14"
"2348","HAS3"
"2349","TANGO6"
"2350","COG4"
"2351","SLC7A6OS"
"2352","SLC7A6"
"2353","PLA2G15"
"2354","ESRP2"
"2355","FA2H"
"2356","WDR59"
"2357","MON1B"
"2358","CMC2"
"2359","AXIN1"
"2360","HCFC1R1"
"2361","NPRL3"
"2362","MLYCD"
"2363","MPG"
"2364","NECAB2"
"2365","HSDL1"
"2366","TAF1C"
"2367","NAGPA"
"2368","SEC14L5"
"2369","COTL1"
"2370","USP10"
"2371","CRISPLD2"
"2372","TSC2"
"2373","ZNF500"
"2374","NME4"
"2375","ABCC1"
"2376","NOMO3"
"2377","LMF1"
"2378","CIAO3"
"2379","MTHFSD"
"2380","CLCN7"
"2381","HAGHL"
"2382","ANTKMT"
"2383","SLC7A5"
"2384","METRN"
"2385","FBXO31"
"2386","STUB1"
"2387","NUBP1"
"2388","UBE2I"
"2389","CRYM"
"2390","EEF2K"
"2391","CAPN15"
"2392","PIEZO1"
"2393","GSPT1"
"2394","ZNF174"
"2395","CLUAP1"
"2396","UBFD1"
"2397","EARS2"
"2398","ELOB"
"2399","GGA2"
"2400","CPPED1"
"2401","USP31"
"2402","HMOX2"
"2403","DNAJA3"
"2404","BFAR"
"2405","SALL1"
"2406","TOX3"
"2407","RBL2"
"2408","QPRT"
"2409","XYLT1"
"2410","PYCARD"
"2411","RPGRIP1L"
"2412","MAZ"
"2413","STX4"
"2414","CDIPT"
"2415","BCKDK"
"2416","KAT8"
"2417","NOMO1"
"2418","SYT17"
"2419","TMC5"
"2420","CCP110"
"2421","VPS35L"
"2422","RNF40"
"2423","KNOP1"
"2424","AQP9"
"2425","AAGAB"
"2426","IQCH"
"2427","LACTB"
"2428","CORO2B"
"2429","CSK"
"2430","HERC1"
"2431","TRIP4"
"2432","MTFMT"
"2433","AP3B2"
"2434","IGDCC4"
"2435","RAB11A"
"2436","CTSH"
"2437","TTC23"
"2438","CD276"
"2439","FAH"
"2440","CEMIP"
"2441","RPAP1"
"2442","HOMER2"
"2443","EHD4"
"2444","TMEM87A"
"2445","ZNF106"
"2446","CEP152"
"2447","ATP8B4"
"2448","OCA2"
"2449","DTWD1"
"2450","TGM5"
"2451","ENTREP2"
"2452","GABPB1"
"2453","TJP1"
"2454","BMF"
"2455","DMXL2"
"2456","DNAJC17"
"2457","EIF3J"
"2458","SPG11"
"2459","RHOV"
"2460","VPS18"
"2461","OIP5"
"2462","SLC30A4"
"2463","BLOC1S6"
"2464","MYEF2"
"2465","SGK3"
"2466","PDGFRL"
"2467","CSPP1"
"2468","ZDHHC2"
"2469","BRF2"
"2470","TRIM35"
"2471","ZFAND1"
"2472","RP1"
"2473","CA2"
"2474","FZD3"
"2475","INTS9"
"2476","RIPK2"
"2477","EYA1"
"2478","NBN"
"2479","TRPA1"
"2480","CPQ"
"2481","DECR1"
"2482","BPNT2"
"2483","SFRP1"
"2484","LAPTM4B"
"2485","UBE2W"
"2486","POP1"
"2487","NIPAL2"
"2488","IKBKB"
"2489","PLAT"
"2490","JPH1"
"2491","STK3"
"2492","GDAP1"
"2493","RAB2A"
"2494","EIF3E"
"2495","EMC2"
"2496","ESRP1"
"2497","CCN4"
"2498","NDRG1"
"2499","ZC2HC1A"
"2500","IL7"
"2501","ARMC1"
"2502","TRPS1"
"2503","SPAG1"
"2504","CHRAC1"
"2505","NCALD"
"2506","SNX16"
"2507","UBR5"
"2508","GSDMD"
"2509","GFUS"
"2510","PYCR3"
"2511","EEF1D"
"2512","ANXA13"
"2513","SQLE"
"2514","SH2D4A"
"2515","INTS10"
"2516","ERI1"
"2517","SLC39A14"
"2518","MTMR9"
"2519","LEPROTL1"
"2520","DCTN6"
"2521","R3HCC1"
"2522","GSR"
"2523","TNFRSF10A"
"2524","UBXN8"
"2525","PPP2CB"
"2526","ERICH1"
"2527","NEFM"
"2528","TUSC3"
"2529","ARHGEF10"
"2530","KLHDC4"
"2531","MCM4"
"2532","KCTD9"
"2533","ASAH1"
"2534","BNIP3L"
"2535","MAN2B1"
"2536","KCNN4"
"2537","TULP2"
"2538","NUCB1"
"2539","DHDH"
"2540","GYS1"
"2541","MAP4K1"
"2542","ECH1"
"2543","HNRNPL"
"2544","NFKBIB"
"2545","TUBB4A"
"2546","SARS2"
"2547","SNRNP70"
"2548","CLPTM1"
"2549","RELB"
"2550","CLASRP"
"2551","LIN7B"
"2552","PPP1R37"
"2553","FCGRT"
"2554","PIH1D1"
"2555","ARHGEF18"
"2556","PPP1R13L"
"2557","PEX11G"
"2558","ERCC2"
"2559","DOT1L"
"2560","PLEKHJ1"
"2561","RNASEH2A"
"2562","KLC3"
"2563","CD37"
"2564","SF3A2"
"2565","OAZ1"
"2566","TRMT1"
"2567","STX10"
"2568","DMPK"
"2569","TBC1D17"
"2570","IL4I1"
"2571","TLE6"
"2572","YJU2B"
"2573","PTOV1"
"2574","TLE5"
"2575","SGTA"
"2576","MED25"
"2577","SNAPC2"
"2578","C19orf53"
"2579","TIMM44"
"2580","CCDC61"
"2581","IL27RA"
"2582","ASF1B"
"2583","TNNT1"
"2584","VRK3"
"2585","FAM32A"
"2586","PPP6R1"
"2587","C19orf44"
"2588","MED26"
"2589","OLFM2"
"2590","AKAP8"
"2591","EPHX3"
"2592","ILVBL"
"2593","ZNF419"
"2594","SYDE1"
"2595","AURKC"
"2596","POP4"
"2597","CCNE1"
"2598","URI1"
"2599","PDCD5"
"2600","ANKRD27"
"2601","RPS16"
"2602","TIMM50"
"2603","FBL"
"2604","DYRK1B"
"2605","CCNP"
"2606","GPI"
"2607","AKT2"
"2608","PLD3"
"2609","PRX"
"2610","PIAS4"
"2611","NUMBL"
"2612","EBI3"
"2613","YJU2"
"2614","TBCB"
"2615","POLR2I"
"2616","CLIP3"
"2617","ZFR2"
"2618","SLC1A5"
"2619","PRKD2"
"2620","TJP3"
"2621","APLP1"
"2622","CACTIN"
"2623","CCDC9"
"2624","HNRNPUL1"
"2625","FZR1"
"2626","BBC3"
"2627","TGFB1"
"2628","DENND3"
"2629","DMAC2"
"2630","PLIN3"
"2631","MYH14"
"2632","MRPL4"
"2633","ICAM4"
"2634","RPS19"
"2635","NOP53"
"2636","ICAM5"
"2637","ETFB"
"2638","BABAM1"
"2639","TYK2"
"2640","CDC37"
"2641","NAPA"
"2642","RABAC1"
"2643","MEIS3"
"2644","PTPRS"
"2645","MEGF8"
"2646","KDELR1"
"2647","CYTH2"
"2648","GRWD1"
"2649","GRIN2D"
"2650","ODAD1"
"2651","CARD8"
"2652","LIG1"
"2653","ZNF175"
"2654","PLA2G4C"
"2655","RAB3D"
"2656","DBP"
"2657","TMEM205"
"2658","CAPS"
"2659","PLPPR2"
"2660","FAM83E"
"2661","RASIP1"
"2662","BCAT2"
"2663","MIER2"
"2664","PLEKHA4"
"2665","PPP2R1A"
"2666","TNPO2"
"2667","WDR83OS"
"2668","GCDH"
"2669","DNASE2"
"2670","MAST1"
"2671","LENG1"
