name,K1030_GE5_CTRL_mean_score,K1030_GE5_mean_score,K1030_GE5_CTRL_K1030_GE5_change,K1030_GE5_CTRL_K1030_GE5_pvalue,K1030_GE5_CTRL_K1030_GE5_highlighted
Erg,0.19308,0.24713,-0.13943,8.42033E-153,FALSE
Esrrg,0.14067,0.1872,-0.12522,2.34419E-126,FALSE
Foxf1,0.12542,0.16341,-0.07271,1.15979E-119,FALSE
Foxj3,0.11332,0.15146,-0.10067,2.00381E-133,FALSE
Foxl2,0.1119,0.15171,-0.10751,5.81891E-135,FALSE
Foxo3,0.14576,0.18463,-0.05465,5.61926E-90,FALSE
Gata3,0.10801,0.14643,-0.08527,2.68498E-109,FALSE
Gfi1B,0.14805,0.19317,-0.1097,4.05470E-138,FALSE
Gli1,0.18036,0.21786,-0.06472,4.07437E-105,FALSE
Gli2,0.18641,0.21998,-0.05818,3.04629E-102,FALSE
Gmeb1,0.18935,0.21845,-0.01831,5.02956E-16,FALSE
Hand1::Tcf3,0.13989,0.18118,-0.09754,1.65109E-119,FALSE
Hic1,0.17004,0.21048,-0.07485,2.80088E-112,FALSE
Hmx1,0.10487,0.14867,-0.17,2.07587E-137,FALSE
Hmx2,0.09837,0.14257,-0.19344,2.40927E-150,FALSE
Hmx3,0.10426,0.1483,-0.17574,2.78104E-131,FALSE
Hnf1A,0.12738,0.16696,-0.08072,8.91381E-118,FALSE
Hoxa11,0.12052,0.16283,-0.13343,5.59185E-112,FALSE
Hoxd13,0.10596,0.14172,-0.10876,8.32133E-120,FALSE
Ikzf3,0.19643,0.24889,-0.11546,2.71354E-146,FALSE
Irf1,0.10841,0.14752,-0.12325,2.02182E-152,FALSE
Isl1,0.14641,0.19475,-0.15499,1.48568E-118,FALSE
Lef1,0.12298,0.16364,-0.0936,3.61642E-112,FALSE
Lhx1,0.11105,0.15948,-0.18405,1.00331E-121,FALSE
Lhx3,0.08232,0.13002,-0.26939,2.75586E-170,TRUE
Lhx4,0.08883,0.1375,-0.254,4.00062E-161,FALSE
Lhx8,0.08883,0.1375,-0.254,4.00062E-161,FALSE
Mafb,0.14745,0.19694,-0.1277,2.19555E-132,FALSE
Mafg,0.22058,0.29039,-0.16927,7.05774E-166,FALSE
Mecom,0.10687,0.14497,-0.11102,1.10975E-126,FALSE
Mlxip,0.2829,0.31451,0.03793,5.31563E-75,FALSE
Msgn1,0.13643,0.17904,-0.10922,1.15192E-126,FALSE
Msx3,0.10913,0.15257,-0.174,2.60239E-150,FALSE
Neurod2,0.20116,0.24039,-0.03774,2.42491E-101,FALSE
Neurod2,0.15425,0.20087,-0.13075,5.56379E-144,FALSE
Nfat5,0.1134,0.1547,-0.14158,4.67432E-153,FALSE
Nfatc1,0.13317,0.17385,-0.11005,7.44910E-157,FALSE
Nfatc2,0.12153,0.16343,-0.12981,4.43182E-143,FALSE
Nfe2l2,0.21306,0.29018,-0.22166,5.96915E-174,FALSE
Nkx2-1,0.11757,0.15738,-0.12857,1.15580E-130,FALSE
Nkx3-1,0.13765,0.1742,-0.0726,4.88132E-88,FALSE
Nkx3-2,0.1152,0.15782,-0.14295,6.41578E-135,FALSE
Nobox,0.10913,0.15257,-0.174,2.60239E-150,FALSE
Npas2,0.25265,0.28709,0.01793,8.30290E-36,FALSE
Npas4,0.2782,0.30796,0.0687,2.63018E-65,FALSE
Nr1H2,0.14285,0.19371,-0.16316,9.02541E-165,FALSE
Nr1h3::Rxra,0.14465,0.19311,-0.15692,1.02635E-140,FALSE
Nr1H4,0.14285,0.19371,-0.16316,9.02541E-165,FALSE
Nr2e3,0.13102,0.17052,-0.07322,1.68440E-112,FALSE
Nr2f6,0.15055,0.19832,-0.13037,2.49312E-138,FALSE
NR5A1,0.13431,0.17676,-0.11872,7.31900E-135,FALSE
Nr5A2,0.15027,0.19214,-0.08241,6.79460E-122,FALSE
Nrf1,0.50505,0.46109,0.4612,9.59178E-189,TRUE
Olig2,0.20116,0.24039,-0.03774,2.42491E-101,FALSE
Pax7,0.08576,0.13143,-0.23045,2.86861E-154,FALSE
Plagl1,0.2529,0.27685,0.03739,2.94201E-88,FALSE
Pparg::Rxra,0.17332,0.2119,-0.05051,4.80849E-107,FALSE
Prdm14,0.13989,0.16769,-0.03911,2.68770E-75,FALSE
Prdm15,0.15893,0.19445,-0.05609,1.13930E-100,FALSE
Prdm4,0.15169,0.19234,-0.08854,2.29109E-118,FALSE
Prdm5,0.16376,0.19342,-0.00221,8.65716E-05,FALSE
Ptf1A,0.12988,0.17485,-0.14733,2.25342E-139,FALSE
Ptf1A,0.17781,0.2237,-0.08904,4.61280E-119,FALSE
Ptf1A,0.13489,0.17077,-0.12935,7.20888E-138,FALSE
Rarg,0.11857,0.16132,-0.13475,8.07240E-137,FALSE
Rfx6,0.19645,0.23744,-0.12444,4.40275E-126,FALSE
Rhox11,0.14351,0.18447,-0.10548,1.06826E-114,FALSE
Runx1,0.16002,0.21844,-0.17229,1.11369E-162,FALSE
Shox2,0.08883,0.1375,-0.254,4.00062E-161,FALSE
Six3,0.11681,0.15595,-0.12488,3.12939E-117,FALSE
Six4,0.14485,0.18376,-0.09944,2.55612E-110,FALSE
Smad4,0.14952,0.18586,-0.00611,1.09472E-23,FALSE
Sox11,0.1419,0.17552,-0.00892,2.22630E-29,FALSE
Sox17,0.13901,0.17462,-0.02978,4.53953E-71,FALSE
Sox3,0.14627,0.18105,-0.03102,5.06784E-55,FALSE
Sox5,0.13265,0.16963,-0.03223,1.81149E-75,FALSE
Spi1,0.16966,0.21124,-0.07336,1.78569E-132,FALSE
Stat2,0.10634,0.14495,-0.12578,2.46184E-161,FALSE
Stat4,0.14506,0.1889,-0.10893,3.06456E-139,FALSE
Stat5a,0.14832,0.19008,-0.09001,4.25118E-125,FALSE
Stat5a::Stat5b,0.153,0.19537,-0.09338,1.15114E-128,FALSE
Stat5b,0.16193,0.20316,-0.08463,1.65547E-126,FALSE
Stat6,0.11849,0.16171,-0.14144,2.48028E-145,FALSE
Tbx6,0.15265,0.19425,-0.10775,7.45791E-131,FALSE
Tcf12,0.20116,0.24039,-0.03774,2.42491E-101,FALSE
Tcf21,0.15459,0.19909,-0.10546,7.24367E-117,FALSE
Twist2,0.20116,0.24039,-0.03774,2.42491E-101,FALSE
Vdr,0.13409,0.17068,-0.06904,2.80749E-97,FALSE
Wt1,0.29586,0.30958,0.13079,2.01704E-159,FALSE
Yy1,0.12265,0.15535,-0.1133,2.93186E-133,FALSE
Zfp335,0.16898,0.21305,-0.06671,7.57576E-99,FALSE
Zfx,0.3156,0.32518,0.10199,4.66706E-136,FALSE
Zic1::Zic2,0.20649,0.25199,-0.08206,1.93127E-124,FALSE
Zic2,0.20049,0.24427,-0.07143,7.57329E-127,FALSE
Zic3,0.20649,0.25199,-0.08206,1.93127E-124,FALSE
LIN54,0.1065,0.14774,-0.16291,1.24893E-135,FALSE
TBP,0.08127,0.11928,-0.19594,1.30116E-147,FALSE
