name,K1040_GE1_CTRL_mean_score,K1040_GE1_mean_score,K1040_GE1_CTRL_K1040_GE1_change,K1040_GE1_CTRL_K1040_GE1_pvalue,K1040_GE1_CTRL_K1040_GE1_highlighted
Gmeb1,0.19496,0.20415,0.08092,2.58544E-68,FALSE
Hand1::Tcf3,0.17411,0.19033,-0.00463,5.24800E-13,FALSE
Hic1,0.18866,0.20532,-0.01565,1.56008E-40,FALSE
Hmx1,0.13824,0.15106,0.03217,1.05814E-60,FALSE
Hmx2,0.13347,0.146,0.03685,4.95587E-80,FALSE
Hmx3,0.13706,0.15101,0.01854,6.14368E-40,FALSE
Hnf1A,0.15464,0.1724,-0.01352,1.53785E-39,FALSE
Hoxa11,0.15172,0.16585,0.03565,9.82508E-56,FALSE
Hoxd13,0.13673,0.14182,0.12351,2.42031E-121,TRUE
Ikzf3,0.21919,0.24446,-0.06916,2.78387E-125,FALSE
Irf1,0.13586,0.14725,0.02965,3.77660E-88,FALSE
Isl1,0.17591,0.19054,0.01803,1.09833E-30,FALSE
Lef1,0.15117,0.16509,0.01775,8.92960E-47,FALSE
Lhx1,0.14479,0.16689,-0.05205,2.36466E-68,FALSE
Lhx3,0.12408,0.1368,0.03376,8.07843E-80,FALSE
Lhx4,0.1275,0.14496,-0.01535,8.74968E-46,FALSE
Lhx8,0.1275,0.14496,-0.01535,8.74968E-46,FALSE
Mafb,0.17456,0.18749,0.03587,2.17135E-76,FALSE
Mafg,0.21996,0.27402,-0.23428,2.05532E-175,TRUE
Mecom,0.12996,0.15154,-0.06833,9.86739E-98,FALSE
Mlxip,0.25955,0.29154,-0.10652,2.16281E-115,FALSE
Msgn1,0.16559,0.17874,0.01907,1.06183E-53,FALSE
Msx3,0.14095,0.15282,0.04304,3.57233E-88,FALSE
Neurod2,0.21276,0.23005,-0.01704,4.21961E-66,FALSE
Neurod2,0.18283,0.19788,-0.01711,1.38583E-59,FALSE
Nfat5,0.14584,0.15723,0.0411,5.37330E-98,FALSE
Nfatc1,0.1643,0.17563,0.04221,2.05705E-120,FALSE
Nfatc2,0.158,0.16727,0.06719,7.33305E-113,FALSE
Nfe2l2,0.21445,0.27661,-0.29624,3.93991E-180,TRUE
Nkx2-1,0.14402,0.16088,-0.04142,1.29555E-78,FALSE
Nkx3-1,0.16152,0.17482,0.02649,2.13319E-41,FALSE
Nkx3-2,0.14449,0.1578,0.01784,3.72161E-48,FALSE
Nobox,0.14095,0.15282,0.04304,3.57233E-88,FALSE
Npas2,0.24129,0.26907,-0.08177,1.59016E-93,FALSE
Npas4,0.24677,0.27978,-0.11799,1.17225E-78,FALSE
Nr1H2,0.16575,0.19245,-0.08611,2.71057E-130,FALSE
Nr1h3::Rxra,0.16962,0.18958,-0.0614,1.03425E-98,FALSE
Nr1H4,0.16575,0.19245,-0.08611,2.71057E-130,FALSE
Nr2e3,0.16001,0.17192,0.02455,2.11803E-64,FALSE
Nr2f6,0.17777,0.20042,-0.04984,2.33098E-95,FALSE
NR5A1,0.15825,0.17638,-0.03511,1.71825E-81,FALSE
Nr5A2,0.17211,0.19242,-0.05015,2.64789E-95,FALSE
Nrf1,0.43299,0.4428,0.06029,1.38532E-101,FALSE
Olig2,0.21276,0.23005,-0.01704,4.21961E-66,FALSE
Pax7,0.12497,0.13445,0.06867,1.72724E-107,FALSE
Plagl1,0.24396,0.26137,-0.02826,1.10104E-72,FALSE
Pparg::Rxra,0.19048,0.21119,-0.04222,2.28567E-101,FALSE
Prdm14,0.15907,0.16958,0.01931,1.34992E-51,FALSE
Prdm15,0.17977,0.19394,0.0079,1.25303E-24,FALSE
Prdm4,0.17801,0.19266,0.00076,4.11277E-01,FALSE
Prdm5,0.18166,0.19697,-0.00915,2.70950E-33,FALSE
Ptf1A,0.1624,0.17823,-0.0217,6.08776E-62,FALSE
Ptf1A,0.19703,0.2163,-0.0322,1.47161E-71,FALSE
Ptf1A,0.14974,0.17408,-0.11615,4.68746E-132,FALSE
Rarg,0.14489,0.16327,-0.03536,9.28453E-83,FALSE
Rfx6,0.22664,0.24107,0.01709,1.23552E-44,FALSE
Rhox11,0.17497,0.18899,0.00505,7.52519E-07,FALSE
Runx1,0.19125,0.21495,-0.07556,7.31562E-124,FALSE
Shox2,0.1275,0.14496,-0.01535,8.74968E-46,FALSE
Six3,0.14147,0.15386,0.02867,1.98123E-51,FALSE
Six4,0.15714,0.17338,-0.00119,9.45948E-03,FALSE
Smad4,0.14865,0.1659,-0.04083,3.29068E-62,FALSE
Sox11,0.1708,0.18845,0.00285,9.77712E-07,FALSE
Sox17,0.16227,0.18297,-0.03576,9.48063E-75,FALSE
Sox3,0.17021,0.18931,-0.03228,2.66739E-56,FALSE
Sox5,0.15688,0.18077,-0.06387,3.03365E-98,FALSE
Spi1,0.19059,0.2095,-0.02971,7.75715E-95,FALSE
Stat2,0.13381,0.14676,0.01024,6.19742E-53,FALSE
Stat4,0.17495,0.18827,0.03198,3.61661E-88,FALSE
Stat5a,0.17563,0.19104,0.01291,4.62581E-40,FALSE
Stat5a::Stat5b,0.17908,0.19522,-0.00249,2.12895E-06,FALSE
Stat5b,0.18857,0.20297,0.01206,1.66462E-46,FALSE
Stat6,0.14882,0.16163,0.02889,2.23512E-67,FALSE
Tbx6,0.16915,0.19321,-0.10343,1.37086E-127,FALSE
Tcf12,0.21276,0.23005,-0.01704,4.21961E-66,FALSE
Tcf21,0.18058,0.19864,-0.01558,1.95948E-35,FALSE
Twist2,0.21276,0.23005,-0.01704,4.21961E-66,FALSE
Vdr,0.15965,0.17555,-0.00558,3.68792E-09,FALSE
Wt1,0.26883,0.2872,-0.0289,3.09149E-93,FALSE
Yy1,0.14684,0.15833,0.01494,1.20207E-51,FALSE
Zfp335,0.19108,0.2125,-0.04779,1.19718E-84,FALSE
Zfx,0.28924,0.3054,-0.01796,1.77634E-69,FALSE
Zic1::Zic2,0.22878,0.24702,-0.04669,6.20124E-100,FALSE
Zic2,0.21942,0.24014,-0.05646,2.19531E-112,FALSE
Zic3,0.22878,0.24702,-0.04669,6.20124E-100,FALSE
LIN54,0.12905,0.13628,0.08109,9.93278E-121,FALSE
TBP,0.11002,0.11441,0.1099,1.80341E-116,TRUE
