"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"EXPH5",190.475263214631,0.857186333063192,0.341718587113128,0.000192931738625405,0.00159439718814982
"EXT1",1296.32487396357,0.0351099429092264,0.157096332484128,0.797017988403844,0.889143913341797
"EXT2",1245.88054231956,-0.176799067153409,0.126595864501633,0.12619340397341,0.265059235146268
"EXTL2",282.851291582261,-0.0728605765295025,0.154811045510074,0.589626852057673,0.746016687738205
"EXTL3",1026.70938194672,0.137149865799171,0.130705635007946,0.247889316530639,0.423380766565897
"EYA1",2.83977062425458,-0.338671531652477,0.851952439182235,0.0510643821949234,0.136541071785276
"EYA3",467.274334673822,0.0495303179825686,0.137096223882472,0.688005054724858,0.819710401602841
"EYA4",1.65891095650939,0.144656603539257,0.721649067904536,0.190878079305993,0.355309870992522
"EYS",41.8348329859675,0.815464451107427,0.443251885984099,0.00141190637576352,0.0081534943667945
"EZH1",419.118256801106,0.462605548055729,0.158945630479322,0.000751643705352601,0.00486845745169449
"EZH2",581.77077892335,-0.144098169571935,0.133612546699092,0.232870919841753,0.405832044676391
"EZR",7534.16612460011,0.298330294612805,0.178519835408579,0.0449129344464944,0.124117804074048
"F2",4.52377184596677,0.507228978826837,1.03267600622565,0.0222322534046935,0.0733727943632495
"F2R",426.0400934262,0.104047666958621,0.218013336444582,0.526759970926535,0.693070981224766
"F2RL1",71.543391666507,0.282986426647835,0.307589875544141,0.125360749417286,0.26386979008766
"F2RL2",5.73222416581151,-0.0275714001218727,0.410599137511705,0.836025760136388,0.913972110710405
"F2RL3",17.6664234070173,0.373162061466761,0.476155151367743,0.0605972612859845,0.154796324347595
"F3",83.528626121113,-0.0562833977506344,0.270866751250318,0.741797914908189,0.857264101575501
"F8",78.9527446111772,-0.206912764854497,0.275777194296905,0.242616703343442,0.41673521433056
"F8A1",353.727873834141,-0.0396096408279719,0.187313908599908,0.795314052491101,0.88838629321848
"F10",11.9849245141705,-0.274722613113955,0.393968263429291,0.134380383103211,0.2774563210397
"F11R",3339.63458277337,0.651606902618512,0.141688485081646,2.17846051433537e-07,4.72102053247514e-06
"F12",74.4925057500787,-0.119910799586167,0.263652066204759,0.486902805418902,0.657101806935213
"F13A1",10.2538059212892,0.628509723395519,0.733642887827622,0.0128530578938184,0.0483823586887897
"FA2H",174.914790478973,0.230075013975708,0.287427681296615,0.199502536599738,0.366357999692176
"FAAH",132.812300333246,-0.226324365440246,0.237192606977025,0.186611870820507,0.349981265908713
"FAAH2",26.1161193694631,-0.0567833939548816,0.276392622998225,0.739335630909206,0.855313285333435
"FABP2",2.59187462783575,0.141451281769807,0.555946610233311,0.258450473583938,0.436146984912305
"FABP3",27.2849490324506,0.158155668822796,0.420998234617433,0.30744497781111,0.488389107408066
"FABP5",709.246537231637,-0.0769446993710145,0.140653252764583,0.540769289066807,0.704873222420665
"FABP6",69.498718566826,-0.380967142670837,0.330987820670984,0.0509930347274782,0.136421037590198
"FABP7",10.2176141872152,-0.0666424262988038,0.481511304530169,0.565307605769825,0.726060074633698
"FADD",662.938838463205,-0.218595801848743,0.104780140109941,0.0263630226395488,0.083369522154024
"FADS1",6714.4370563224,0.43429649132659,0.261706514774321,0.0181969388613627,0.0629505893959905
"FADS2",18040.4100555551,-0.00625850405418349,0.303875516160162,0.970015224579955,0.985840868683581
"FADS3",408.074156367531,0.317058892043899,0.144224624076631,0.0131645939716262,0.0492983175808931
"FAF1",1074.27182586103,0.15746942457665,0.114625488974974,0.139071331886435,0.284722028971519
"FAF2",2442.77709739077,-0.285828952359198,0.106620468139605,0.00419175372985558,0.0198384845013807
"FAH",371.424564412665,-0.327452036008736,0.162704990112608,0.0191051509762246,0.0652734819362866
"FAHD1",347.584440490894,-0.221709024288668,0.150913892197174,0.0942194671351029,0.214773856936116
"FAHD2A",311.855968382587,0.0625559011994388,0.151214922138067,0.637643119392479,0.782392514384818
"FAHD2B",79.1643920326479,0.231704025494964,0.304449622683064,0.198692661280798,0.365475764535251
"FAIM",123.539331574078,-0.716689848386426,0.293265459078047,0.00046164169787179,0.00326998170441358
"FAIM2",16.4659331695392,-6.42890243469073,1.36362284538649,1.63520409722677e-07,3.69401408456711e-06
"FAM3A",430.905050805308,-0.16666241856006,0.124363306866264,0.143585068854964,0.291293002271248
"FAM3C",5668.56995637855,-0.0419373052435683,0.21873631499111,0.798428989996845,0.889512844205656
"FAM8A1",716.068474407869,-0.183830476809652,0.146605285033552,0.156400228929067,0.309448545536465
"FAM13A",240.627204451141,0.0936881921952261,0.169497578512498,0.514482645571922,0.682232660718182
"FAM13B",1251.1002177576,0.286491167234362,0.182801132006926,0.0577735311387505,0.149569612863978
"FAM13C",12.4685089408174,-0.298265609022929,0.53184327542627,0.0913048276061169,0.210258564062827
"FAM20A",114.101624440583,1.2662892016083,0.524054648549678,9.99567763830016e-05,0.000922800959567871
"FAM20B",1180.21005608026,0.0296073198017519,0.131802919924895,0.804442255262544,0.893623965255552
"FAM20C",285.105958602544,-1.47356473849981,0.174741524394835,1.01079325727835e-18,3.04292717973708e-16
"FAM24B",11.9438585623788,0.121904585660047,0.343634218212514,0.461049640553785,0.635664617920034
"FAM32A",993.730378929114,-0.295085742388833,0.139396167255471,0.017880180124958,0.0620874459303957
"FAM43A",45.6725394808535,-0.223626086863843,0.281783680635017,0.210289494230132,0.380118641965653
"FAM50A",563.660392118855,-0.076608205958054,0.151238077607193,0.564099671604869,0.725024765069204
"FAM50B",175.031114367548,-0.134740230586193,0.177225953270843,0.36221975064215,0.54262430840464
"FAM53A",61.1922076380169,0.00893953435911704,0.241426608184367,0.957757543728,0.980123149981181
"FAM53B",982.209752553985,-0.140930687784912,0.0924660791210635,0.109898906649497,0.2397416602524
"FAM53C",1205.36556116632,0.128303609365177,0.0912694212903314,0.140887365129998,0.287335527587661
"FAM72A",102.930345021149,0.55139640659946,0.315302739413761,0.00680700537916211,0.0293107619684816
"FAM72B",190.719167664024,0.722308041866159,0.193375473179963,5.35777622592695e-06,7.67264583005547e-05
"FAM72C",177.237393760237,0.770823806293106,0.28430697292838,0.000152661777788211,0.00130820563045244
"FAM72D",142.700537451938,0.479960810727171,0.303732474392263,0.014847127232878,0.0540207614085376
"FAM76A",144.739983501584,-0.308432428184939,0.179385414446446,0.0387564188833612,0.110956975128548
"FAM76B",248.805029207459,0.0844577456065616,0.166745901456682,0.552500844128673,0.715068961228229
"FAM78A",80.8884359518323,0.388152259941814,0.383082076801866,0.0530032861346164,0.140466523198115
"FAM78B",27.6003585677419,-0.173651166591732,0.406292169963468,0.282774383967661,0.462478613019075
"FAM81A",8.5850704301292,-0.345143280312739,0.634069167684109,0.0590225084595949,0.151640760138863
"FAM81B",2.26666616360613,0.0455496941463943,0.480751014638719,0.683208073995708,0.816121911879515
"FAM83A",3.14274672988527,-0.0109288599218717,0.416208747395589,0.933026152298309,0.967179141928811
"FAM83B",132.700280440404,0.419818694325864,0.32441752588704,0.0334260748837795,0.0994380848529708
"FAM83D",580.445864704044,0.127067152559727,0.1904124830175,0.410045301990557,0.588656688459198
"FAM83E",6.64332246923348,0.197294056250581,0.427622065400221,0.226693846419387,0.398534516340698
"FAM83F",2.42377180425861,-0.172049367550076,0.761710467499691,0.146402381925822,0.29527820927888
"FAM83G",414.079195518866,0.405424592618042,0.176187952957852,0.00601094827417379,0.0265094304779486
"FAM83H",2313.13895281133,0.28652114104939,0.140912611543221,0.0226189841293776,0.0742421645469592
"FAM86B1",56.396646409391,-0.0297254814552549,0.243828331801162,0.860510385571601,0.926621136811472
"FAM86B2",9.35336943100548,0.0710424586952795,0.393801719362228,0.623168310696533,0.771467438452135
"FAM89A",62.297689212201,-0.225118314438979,0.26755501094104,0.203635416321868,0.371485080387989
"FAM89B",881.636299941718,-0.252608275911446,0.144589103510751,0.0488781851253536,0.132332319268823
"FAM90A1",10.287750445463,0.188589793375479,0.374967520198467,0.267524225825954,0.446238915832066
